community_id,product_id,community_size
323,393087,27
323,394866,27
323,408372,27
323,514553,27
323,526511,27
324,4102,6
324,183325,6
324,209823,6
324,260990,6
324,296623,6
324,399523,6
325,446665,3
325,447929,3
325,519607,3
326,24557,15
326,26566,15
326,26762,15
326,56155,15
326,67190,15
326,175974,15
326,184730,15
326,260549,15
326,323358,15
326,328054,15
326,364530,15
326,399966,15
326,513863,15
326,516215,15
326,527759,15
327,117539,6
327,227387,6
327,309574,6
327,341777,6
327,372557,6
327,424680,6
328,144629,9
328,207697,9
328,335486,9
328,338843,9
328,359673,9
328,363073,9
328,483701,9
328,486195,9
328,508622,9
329,37664,11
329,118500,11
329,138301,11
329,185469,11
329,192628,11
329,318344,11
329,321153,11
329,351784,11
329,471730,11
329,505190,11
329,519051,11
330,18190,36
330,38480,36
330,71354,36
330,81552,36
330,94855,36
330,128249,36
330,141989,36
330,152868,36
330,182310,36
330,184264,36
330,220163,36
330,225031,36
330,227406,36
330,232303,36
330,249811,36
330,254623,36
330,274298,36
330,278360,36
330,290897,36
330,298738,36
330,308918,36
330,309857,36
330,311002,36
330,320438,36
330,333749,36
330,343071,36
330,344511,36
330,345638,36
330,368673,36
330,373165,36
330,440277,36
330,464571,36
330,484545,36
330,517668,36
330,524359,36
330,528984,36
331,5208,44
331,42732,44
331,50077,44
331,76957,44
331,99684,44
331,117261,44
331,126278,44
331,162503,44
331,180614,44
331,187418,44
331,201745,44
331,219094,44
331,222799,44
331,223919,44
331,232538,44
331,247254,44
331,252836,44
331,272148,44
331,310403,44
331,324951,44
331,328880,44
331,334802,44
331,338450,44
331,343412,44
331,362616,44
331,386468,44
331,396443,44
331,399903,44
331,410172,44
331,416982,44
331,420903,44
331,422092,44
331,434233,44
331,436556,44
331,440723,44
331,446004,44
331,454321,44
331,458374,44
331,462544,44
331,464728,44
331,464994,44
331,469968,44
331,489414,44
331,521639,44
332,6790,47
332,13965,47
332,14618,47
332,21716,47
332,28723,47
332,31306,47
332,54586,47
332,67055,47
332,75824,47
332,87466,47
332,107068,47
332,112067,47
332,112069,47
332,127043,47
332,136695,47
332,152440,47
332,158592,47
332,161453,47
332,162427,47
332,237078,47
332,239125,47
332,239637,47
332,240218,47
332,280601,47
332,281386,47
332,285256,47
332,291115,47
332,338580,47
332,340504,47
332,379695,47
332,379874,47
332,388654,47
332,391883,47
332,393559,47
332,412103,47
332,431347,47
332,434739,47
332,441859,47
332,458333,47
332,462039,47
332,477155,47
332,480282,47
332,509640,47
332,520151,47
332,528852,47
332,530606,47
332,534007,47
333,93020,20
333,105517,20
333,156266,20
333,172006,20
333,180908,20
333,347255,20
333,387160,20
333,390045,20
333,395309,20
333,425633,20
333,437619,20
333,445783,20
333,460244,20
333,473103,20
333,484370,20
333,491208,20
333,526859,20
333,533815,20
333,537958,20
333,539236,20
334,24076,28
334,38185,28
334,44867,28
334,69456,28
334,89973,28
334,91601,28
334,95977,28
334,104372,28
334,105027,28
334,108628,28
334,116177,28
334,120959,28
334,151259,28
334,154244,28
334,168624,28
334,193691,28
334,203972,28
334,208626,28
334,233933,28
334,248301,28
334,272795,28
334,297278,28
334,336083,28
334,454029,28
334,514297,28
334,528522,28
334,535600,28
334,543534,28
335,8384,27
335,52832,27
335,78161,27
335,94146,27
335,99690,27
335,146709,27
335,159374,27
335,187702,27
335,224194,27
335,234734,27
335,273174,27
335,296855,27
335,297650,27
335,301723,27
335,304234,27
335,318902,27
335,333628,27
335,334780,27
335,352715,27
335,376728,27
335,384262,27
335,400669,27
335,441673,27
335,449166,27
335,473141,27
335,493308,27
335,498010,27
336,14896,42
336,21659,42
336,21695,42
336,24397,42
336,42346,42
336,62867,42
336,67051,42
336,71036,42
336,75245,42
336,87626,42
336,132671,42
336,145089,42
336,158674,42
336,162709,42
336,163015,42
336,166077,42
336,182587,42
336,188698,42
336,205505,42
336,210462,42
336,233838,42
336,240678,42
336,254423,42
336,258501,42
336,278725,42
336,282906,42
336,303160,42
336,305716,42
336,320287,42
336,350288,42
336,354251,42
336,370812,42
336,408836,42
336,411795,42
336,422063,42
336,436124,42
336,438354,42
336,445259,42
336,486888,42
336,519672,42
336,534790,42
336,538222,42
337,14930,47
337,24221,47
337,31001,47
337,31598,47
337,47988,47
337,71445,47
337,75184,47
337,84961,47
337,85979,47
337,88563,47
337,116682,47
337,128871,47
337,186391,47
337,213239,47
337,214485,47
337,231148,47
337,240723,47
337,258173,47
337,259495,47
337,270262,47
337,283892,47
337,287345,47
337,305604,47
337,317951,47
337,320777,47
337,325282,47
337,328691,47
337,344078,47
337,348225,47
337,351766,47
337,373549,47
337,383399,47
337,385201,47
337,385257,47
337,410779,47
337,420599,47
337,428038,47
337,456448,47
337,467717,47
337,480390,47
337,492179,47
337,513318,47
337,515453,47
337,519355,47
337,523265,47
337,530309,47
337,534859,47
338,1872,39
338,2683,39
338,6690,39
338,18538,39
338,30562,39
338,52005,39
338,53841,39
338,62603,39
338,89325,39
338,111123,39
338,112014,39
338,132503,39
338,157258,39
338,169076,39
338,171078,39
338,205295,39
338,240480,39
338,254184,39
338,293872,39
338,300768,39
338,306709,39
338,311154,39
338,314403,39
338,316507,39
338,331412,39
338,348197,39
338,357452,39
338,359145,39
338,363578,39
338,364388,39
338,374435,39
338,379037,39
338,381349,39
338,413433,39
338,422901,39
338,431150,39
338,449838,39
338,469791,39
338,494264,39
339,15127,9
339,32602,9
339,57062,9
339,163485,9
339,316486,9
339,341838,9
339,399038,9
339,436314,9
339,509639,9
340,10727,44
340,18426,44
340,33775,44
340,34344,44
340,41270,44
340,55884,44
340,63045,44
340,68039,44
340,93187,44
340,98625,44
340,109736,44
340,111770,44
340,134429,44
340,145091,44
340,150045,44
340,174998,44
340,176450,44
340,181537,44
340,185741,44
340,192523,44
340,208913,44
340,227118,44
340,228947,44
340,233940,44
340,239847,44
340,261341,44
340,271300,44
340,274085,44
340,300749,44
340,319133,44
340,333494,44
340,350452,44
340,361322,44
340,377920,44
340,385730,44
340,401870,44
340,403157,44
340,425786,44
340,430938,44
340,449042,44
340,466662,44
340,469062,44
340,477450,44
340,487125,44
341,688,45
341,15749,45
341,17934,45
341,19252,45
341,71210,45
341,74494,45
341,81909,45
341,116912,45
341,122874,45
341,127128,45
341,135006,45
341,144017,45
341,144083,45
341,145886,45
341,162598,45
341,166494,45
341,169466,45
341,170410,45
341,201679,45
341,203632,45
341,217427,45
341,232501,45
341,241305,45
341,247096,45
341,265874,45
341,290331,45
341,294162,45
341,301622,45
341,302782,45
341,305636,45
341,306218,45
341,331650,45
341,355903,45
341,388799,45
341,408181,45
341,414051,45
341,416089,45
341,443830,45
341,464056,45
341,506695,45
341,512458,45
341,517843,45
341,527583,45
341,534307,45
341,548285,45
342,5197,45
342,22780,45
342,35814,45
342,37101,45
342,56342,45
342,57060,45
342,57722,45
342,72880,45
342,75588,45
342,75935,45
342,90557,45
342,100623,45
342,107045,45
342,129143,45
342,142229,45
342,156150,45
342,157635,45
342,173371,45
342,176500,45
342,176695,45
342,181785,45
342,196910,45
342,245851,45
342,246767,45
342,271270,45
342,284216,45
342,290968,45
342,308167,45
342,338700,45
342,352799,45
342,352885,45
342,393110,45
342,398631,45
342,407895,45
342,415981,45
342,418918,45
342,455942,45
342,467258,45
342,485935,45
342,486884,45
342,490231,45
342,509535,45
342,515422,45
342,535153,45
342,541552,45
343,5208,45
343,50077,45
343,76957,45
343,99684,45
343,117261,45
343,126278,45
343,162503,45
343,167382,45
343,180614,45
343,187418,45
343,201745,45
343,219094,45
343,222799,45
343,223919,45
343,232538,45
343,247254,45
343,252836,45
343,272148,45
343,310403,45
343,324951,45
343,328880,45
343,334802,45
343,338450,45
343,343412,45
343,362616,45
343,386468,45
343,390464,45
343,396443,45
343,399903,45
343,410172,45
343,416982,45
343,420903,45
343,422092,45
343,434233,45
343,436556,45
343,440723,45
343,446004,45
343,454321,45
343,458374,45
343,462544,45
343,464728,45
343,464994,45
343,469968,45
343,489414,45
343,521639,45
344,17928,10
344,28416,10
344,150515,10
344,169906,10
344,303431,10
344,317062,10
344,389290,10
344,521792,10
344,529784,10
344,533788,10
345,33373,5
345,102751,5
345,226599,5
345,280497,5
345,365061,5
346,40443,35
346,85270,35
346,107054,35
346,144416,35
346,146480,35
346,146481,35
346,146488,35
346,155513,35
346,155845,35
346,164014,35
346,180755,35
346,185174,35
346,194103,35
346,212214,35
346,235411,35
346,236017,35
346,281125,35
346,289370,35
346,289496,35
346,304639,35
346,331706,35
346,334170,35
346,336162,35
346,346319,35
346,352500,35
346,376515,35
346,392857,35
346,440539,35
346,452292,35
346,459124,35
346,483247,35
346,493148,35
346,521447,35
346,522191,35
346,536903,35
347,12898,13
347,44502,13
347,91623,13
347,159503,13
347,174631,13
347,246476,13
347,248173,13
347,272669,13
347,358002,13
347,358004,13
347,358006,13
347,380100,13
347,394804,13
348,423341,3
348,440525,3
348,468511,3
349,79503,28
349,101861,28
349,106173,28
349,114322,28
349,148907,28
349,153636,28
349,161757,28
349,201671,28
349,207228,28
349,221661,28
349,275045,28
349,280108,28
349,283055,28
349,284655,28
349,311040,28
349,313296,28
349,341228,28
349,364875,28
349,388652,28
349,393295,28
349,397377,28
349,462530,28
349,466428,28
349,475732,28
349,476504,28
349,499015,28
349,526555,28
349,539909,28
350,76908,45
350,97659,45
350,146773,45
350,170304,45
350,172383,45
350,222158,45
350,224705,45
350,249269,45
350,262393,45
350,276506,45
350,544141,45
350,544719,45
350,544726,45
350,544727,45
350,544728,45
350,544729,45
350,544730,45
350,544731,45
350,544732,45
350,544734,45
350,545209,45
350,545210,45
350,545507,45
350,545730,45
350,545972,45
350,546016,45
350,546017,45
350,546255,45
350,546322,45
350,546391,45
350,547009,45
350,547250,45
350,547392,45
350,547393,45
350,547394,45
350,547409,45
350,547410,45
350,547411,45
350,547574,45
350,547600,45
350,547836,45
350,548188,45
350,548190,45
350,548418,45
350,548445,45
351,9650,52
351,43881,52
351,74550,52
351,74552,52
351,83155,52
351,90380,52
351,96158,52
351,108194,52
351,127568,52
351,134221,52
351,134224,52
351,134225,52
351,134228,52
351,144191,52
351,144193,52
351,157624,52
351,172367,52
351,172369,52
351,179921,52
351,179922,52
351,199097,52
351,199099,52
351,203703,52
351,247058,52
351,247059,52
351,252788,52
351,270306,52
351,534623,52
351,538287,52
351,538480,52
351,538974,52
351,541418,52
351,542184,52
351,542321,52
351,542446,52
351,542683,52
351,542902,52
351,543056,52
351,543105,52
351,543161,52
351,543162,52
351,543173,52
351,543247,52
351,543343,52
351,543720,52
351,543789,52
351,543860,52
351,543872,52
351,543873,52
351,543874,52
351,543875,52
351,543899,52
352,17611,41
352,17715,41
352,21518,41
352,26459,41
352,27966,41
352,30510,41
352,67500,41
352,70124,41
352,73723,41
352,80512,41
352,104658,41
352,105707,41
352,123975,41
352,147416,41
352,183542,41
352,189757,41
352,209188,41
352,218045,41
352,222499,41
352,223527,41
352,285633,41
352,293177,41
352,298784,41
352,299108,41
352,315995,41
352,326014,41
352,327094,41
352,354094,41
352,368934,41
352,373465,41
352,382755,41
352,396422,41
352,405980,41
352,412581,41
352,416314,41
352,419480,41
352,420183,41
352,474564,41
352,476367,41
352,508858,41
352,521365,41
353,6688,41
353,18059,41
353,36712,41
353,73833,41
353,80778,41
353,86359,41
353,104911,41
353,112494,41
353,132794,41
353,133831,41
353,145503,41
353,158753,41
353,174472,41
353,201407,41
353,219575,41
353,255586,41
353,259625,41
353,262879,41
353,268629,41
353,276958,41
353,281468,41
353,285560,41
353,292405,41
353,293009,41
353,308357,41
353,331825,41
353,336749,41
353,376852,41
353,411592,41
353,416431,41
353,424508,41
353,425287,41
353,430888,41
353,432003,41
353,440380,41
353,452257,41
353,466842,41
353,467133,41
353,511848,41
353,538944,41
353,539186,41
354,31477,16
354,89137,16
354,99819,16
354,124384,16
354,206440,16
354,235296,16
354,316238,16
354,316259,16
354,340403,16
354,341356,16
354,354668,16
354,368619,16
354,395288,16
354,450336,16
354,474308,16
354,497868,16
355,188409,3
355,288952,3
355,446726,3
356,112799,6
356,128209,6
356,146619,6
356,167572,6
356,379349,6
356,387090,6
357,3098,5
357,80447,5
357,500105,5
357,520891,5
357,541298,5
358,176255,3
358,468259,3
358,532724,3
359,688,46
359,15749,46
359,17934,46
359,19252,46
359,46650,46
359,71210,46
359,74494,46
359,81909,46
359,84370,46
359,116912,46
359,127128,46
359,135006,46
359,144017,46
359,144083,46
359,145886,46
359,162598,46
359,166494,46
359,169466,46
359,170410,46
359,201679,46
359,203632,46
359,217427,46
359,232501,46
359,241305,46
359,247096,46
359,265874,46
359,290331,46
359,294162,46
359,301622,46
359,302782,46
359,305636,46
359,306218,46
359,331650,46
359,355903,46
359,388799,46
359,408181,46
359,414051,46
359,416089,46
359,443830,46
359,464056,46
359,506695,46
359,512458,46
359,517843,46
359,527583,46
359,534307,46
359,548285,46
360,22044,23
360,51893,23
360,76847,23
360,77458,23
360,79412,23
360,110946,23
360,126072,23
360,134417,23
360,155846,23
360,175837,23
360,196637,23
360,202849,23
360,211862,23
360,284342,23
360,306998,23
360,326952,23
360,329352,23
360,349908,23
360,358590,23
360,362180,23
360,449531,23
360,473521,23
360,503228,23
361,31173,11
361,38009,11
361,115054,11
361,278864,11
361,342984,11
361,389547,11
361,413249,11
361,413257,11
361,432850,11
361,492137,11
361,515761,11
362,11442,4
362,79797,4
362,238939,4
362,250678,4
363,448,50
363,2117,50
363,28123,50
363,44008,50
363,52713,50
363,55701,50
363,56684,50
363,75848,50
363,80796,50
363,81042,50
363,104366,50
363,114138,50
363,121361,50
363,130042,50
363,131874,50
363,154321,50
363,155025,50
363,158327,50
363,168181,50
363,170021,50
363,203546,50
363,260305,50
363,271148,50
363,321910,50
363,333085,50
363,334420,50
363,334588,50
363,338300,50
363,338709,50
363,347419,50
363,362528,50
363,366149,50
363,389968,50
363,392186,50
363,396362,50
363,410087,50
363,449691,50
363,455467,50
363,467401,50
363,471848,50
363,475036,50
363,485055,50
363,488416,50
363,491851,50
363,519832,50
363,520877,50
363,525658,50
363,529820,50
363,544416,50
363,547506,50
364,132,50
364,2753,50
364,9645,50
364,10492,50
364,26999,50
364,45338,50
364,49948,50
364,67768,50
364,69324,50
364,91930,50
364,107687,50
364,114810,50
364,123451,50
364,136947,50
364,143715,50
364,150450,50
364,178427,50
364,187128,50
364,206097,50
364,223528,50
364,224509,50
364,283685,50
364,287924,50
364,298937,50
364,308657,50
364,317267,50
364,317693,50
364,325902,50
364,331669,50
364,332167,50
364,333849,50
364,335782,50
364,340592,50
364,341742,50
364,344923,50
364,355913,50
364,356166,50
364,358800,50
364,380726,50
364,407613,50
364,426678,50
364,450384,50
364,452522,50
364,467165,50
364,489563,50
364,494670,50
364,505753,50
364,516221,50
364,536330,50
364,540235,50
365,22044,24
365,51893,24
365,76847,24
365,77458,24
365,79412,24
365,110946,24
365,126072,24
365,134417,24
365,155846,24
365,175837,24
365,196637,24
365,202849,24
365,211862,24
365,218050,24
365,284342,24
365,306998,24
365,326952,24
365,329352,24
365,349908,24
365,358590,24
365,362180,24
365,449531,24
365,473521,24
365,503228,24
366,347707,3
366,429715,3
366,520268,3
367,147571,11
367,151976,11
367,190064,11
367,191928,11
367,200002,11
367,219831,11
367,237311,11
367,262686,11
367,311629,11
367,311631,11
367,522287,11
368,3833,56
368,4829,56
368,6579,56
368,23465,56
368,26373,56
368,28053,56
368,33812,56
368,49761,56
368,56052,56
368,71736,56
368,73400,56
368,74439,56
368,76881,56
368,98269,56
368,98332,56
368,99373,56
368,101019,56
368,105619,56
368,107972,56
368,121270,56
368,122915,56
368,127345,56
368,131182,56
368,131211,56
368,184458,56
368,188073,56
368,189959,56
368,195210,56
368,215955,56
368,217230,56
368,223061,56
368,228831,56
368,306781,56
368,311872,56
368,327818,56
368,328468,56
368,333916,56
368,335763,56
368,343242,56
368,349055,56
368,381003,56
368,396649,56
368,400523,56
368,403255,56
368,412670,56
368,420427,56
368,432937,56
368,434966,56
368,452884,56
368,472722,56
368,494481,56
368,504305,56
368,511237,56
368,519013,56
368,520121,56
368,536830,56
369,49695,10
369,63247,10
369,103300,10
369,136186,10
369,158073,10
369,248473,10
369,276724,10
369,351520,10
369,442759,10
369,487395,10
370,4146,55
370,21483,55
370,25701,55
370,33803,55
370,35571,55
370,42149,55
370,49035,55
370,51773,55
370,51935,55
370,53222,55
370,63874,55
370,66787,55
370,78553,55
370,83969,55
370,102775,55
370,108580,55
370,133152,55
370,158023,55
370,178686,55
370,195538,55
370,201227,55
370,214149,55
370,220904,55
370,248037,55
370,251852,55
370,251959,55
370,258780,55
370,265445,55
370,271813,55
370,272524,55
370,276246,55
370,301600,55
370,304321,55
370,306793,55
370,331207,55
370,337486,55
370,403381,55
370,407774,55
370,421033,55
370,435365,55
370,451183,55
370,462832,55
370,468261,55
370,468948,55
370,478839,55
370,483679,55
370,493743,55
370,497701,55
370,499925,55
370,503771,55
370,504740,55
370,519747,55
370,520679,55
370,525716,55
370,537153,55
371,132,52
371,2753,52
371,9645,52
371,10492,52
371,17208,52
371,26999,52
371,45338,52
371,49948,52
371,67768,52
371,69324,52
371,91930,52
371,107687,52
371,114810,52
371,123451,52
371,136947,52
371,143715,52
371,150450,52
371,178427,52
371,187128,52
371,206097,52
371,223528,52
371,224509,52
371,246912,52
371,283685,52
371,287924,52
371,298937,52
371,308657,52
371,317267,52
371,317693,52
371,325902,52
371,331669,52
371,332167,52
371,333849,52
371,335782,52
371,340592,52
371,341742,52
371,344923,52
371,355913,52
371,356166,52
371,358800,52
371,380726,52
371,407613,52
371,426678,52
371,450384,52
371,452522,52
371,467165,52
371,489563,52
371,494670,52
371,505753,52
371,516221,52
371,536330,52
371,540235,52
372,13679,61
372,14299,61
372,30348,61
372,31488,61
372,32100,61
372,34250,61
372,34937,61
372,40583,61
372,47550,61
372,64429,61
372,65296,61
372,66910,61
372,72727,61
372,78028,61
372,80013,61
372,83362,61
372,96479,61
372,97661,61
372,119495,61
372,122267,61
372,132670,61
372,139317,61
372,141005,61
372,162361,61
372,163486,61
372,164157,61
372,170387,61
372,177466,61
372,187476,61
372,199961,61
372,201708,61
372,209080,61
372,213786,61
372,241304,61
372,251391,61
372,279398,61
372,290337,61
372,292080,61
372,297644,61
372,321742,61
372,360322,61
372,362275,61
372,371991,61
372,378689,61
372,396135,61
372,413248,61
372,415287,61
372,435810,61
372,443747,61
372,475188,61
372,478514,61
372,483396,61
372,483861,61
372,503446,61
372,510417,61
372,510530,61
372,521184,61
372,521217,61
372,530270,61
372,539784,61
372,544322,61
373,7644,9
373,83556,9
373,225562,9
373,288778,9
373,376757,9
373,413213,9
373,448444,9
373,452315,9
373,520327,9
374,83347,12
374,132031,12
374,164604,12
374,189237,12
374,248036,12
374,298879,12
374,317366,12
374,326713,12
374,399040,12
374,433881,12
374,444979,12
374,540293,12
375,236462,3
375,318313,3
375,392318,3
376,8495,20
376,150048,20
376,164309,20
376,221460,20
376,243178,20
376,263950,20
376,281604,20
376,292542,20
376,377561,20
376,377672,20
376,386545,20
376,402444,20
376,405500,20
376,425449,20
376,426350,20
376,446024,20
376,449280,20
376,498126,20
376,520322,20
376,532147,20
377,1797,34
377,22010,34
377,26829,34
377,36737,34
377,49003,34
377,76800,34
377,84346,34
377,112573,34
377,128696,34
377,131492,34
377,133735,34
377,170339,34
377,200204,34
377,211634,34
377,216324,34
377,226047,34
377,236756,34
377,249476,34
377,258182,34
377,269999,34
377,281425,34
377,311817,34
377,322841,34
377,352591,34
377,362704,34
377,371095,34
377,387441,34
377,395017,34
377,396491,34
377,433538,34
377,442618,34
377,445160,34
377,448603,34
377,476581,34
378,2137,7
378,31014,7
378,78589,7
378,94796,7
378,147315,7
378,236392,7
378,335132,7
379,54908,33
379,122021,33
379,147259,33
379,171677,33
379,183214,33
379,199855,33
379,232462,33
379,240874,33
379,248217,33
379,250953,33
379,277503,33
379,281081,33
379,282228,33
379,291528,33
379,315368,33
379,322320,33
379,331184,33
379,358887,33
379,389997,33
379,392518,33
379,392680,33
379,398644,33
379,410695,33
379,424074,33
379,437941,33
379,451582,33
379,480619,33
379,504513,33
379,515526,33
379,518791,33
379,523525,33
379,529057,33
379,530846,33
380,187138,6
380,238935,6
380,241623,6
380,336468,6
380,362231,6
380,426133,6
381,5081,32
381,9526,32
381,16832,32
381,72915,32
381,72916,32
381,85375,32
381,85382,32
381,85383,32
381,95730,32
381,97140,32
381,105481,32
381,123183,32
381,185312,32
381,203818,32
381,317458,32
381,321818,32
381,321821,32
381,321826,32
381,379869,32
381,434697,32
381,446932,32
381,458382,32
381,458383,32
381,461898,32
381,480478,32
381,480479,32
381,500861,32
381,500862,32
381,500865,32
381,500866,32
381,500867,32
381,532649,32
382,2935,51
382,8546,51
382,37312,51
382,52850,51
382,57868,51
382,76076,51
382,76588,51
382,92451,51
382,99270,51
382,115476,51
382,121551,51
382,136512,51
382,159870,51
382,167319,51
382,175417,51
382,179255,51
382,183430,51
382,185930,51
382,196891,51
382,197590,51
382,216822,51
382,219109,51
382,242336,51
382,243758,51
382,243803,51
382,246509,51
382,268300,51
382,314903,51
382,328483,51
382,329234,51
382,336197,51
382,365332,51
382,367118,51
382,375325,51
382,376672,51
382,376975,51
382,392090,51
382,400604,51
382,418746,51
382,422473,51
382,472911,51
382,490032,51
382,492754,51
382,498635,51
382,502495,51
382,505175,51
382,516834,51
382,517850,51
382,532895,51
382,533033,51
382,542607,51
383,138889,5
383,138890,5
383,163775,5
383,288321,5
383,499031,5
384,1841,66
384,11532,66
384,46370,66
384,49255,66
384,58900,66
384,63495,66
384,72549,66
384,83762,66
384,109491,66
384,115175,66
384,123228,66
384,125127,66
384,149492,66
384,152436,66
384,160407,66
384,163778,66
384,171065,66
384,182875,66
384,186518,66
384,203981,66
384,211472,66
384,212191,66
384,213205,66
384,215844,66
384,219482,66
384,245138,66
384,254741,66
384,260615,66
384,287062,66
384,304646,66
384,318724,66
384,321245,66
384,322560,66
384,324224,66
384,335121,66
384,335452,66
384,337625,66
384,339339,66
384,365870,66
384,372374,66
384,376846,66
384,380765,66
384,405904,66
384,409945,66
384,420862,66
384,443740,66
384,444762,66
384,448439,66
384,457111,66
384,463472,66
384,467018,66
384,472228,66
384,472959,66
384,473216,66
384,484094,66
384,487028,66
384,489658,66
384,489949,66
384,492742,66
384,500404,66
384,507509,66
384,513947,66
384,517291,66
384,518284,66
384,520107,66
384,544796,66
385,177204,6
385,237989,6
385,304250,6
385,437722,6
385,462984,6
385,501557,6
386,38085,23
386,42565,23
386,63631,23
386,93814,23
386,110650,23
386,141343,23
386,147152,23
386,165406,23
386,186613,23
386,189829,23
386,194776,23
386,208621,23
386,211894,23
386,216826,23
386,221436,23
386,264569,23
386,296207,23
386,313446,23
386,350413,23
386,411459,23
386,448724,23
386,454723,23
386,488813,23
387,3375,23
387,19319,23
387,40008,23
387,98725,23
387,105719,23
387,161231,23
387,185464,23
387,186328,23
387,199682,23
387,207491,23
387,208349,23
387,218069,23
387,243005,23
387,253222,23
387,348448,23
387,349314,23
387,372562,23
387,373450,23
387,419909,23
387,451875,23
387,468369,23
387,475012,23
387,492944,23
388,42904,7
388,74490,7
388,94531,7
388,390335,7
388,390340,7
388,413048,7
388,509348,7
389,16253,62
389,27877,62
389,31798,62
389,50037,62
389,54603,62
389,59216,62
389,72965,62
389,74703,62
389,77068,62
389,99160,62
389,124223,62
389,132771,62
389,139847,62
389,144958,62
389,148960,62
389,152594,62
389,157592,62
389,160435,62
389,164668,62
389,180583,62
389,187171,62
389,206281,62
389,232354,62
389,232913,62
389,247826,62
389,256182,62
389,258456,62
389,264303,62
389,295343,62
389,310594,62
389,312581,62
389,326337,62
389,327789,62
389,330122,62
389,330216,62
389,332507,62
389,336537,62
389,344721,62
389,348809,62
389,351039,62
389,351604,62
389,375640,62
389,380681,62
389,399606,62
389,404609,62
389,405299,62
389,407423,62
389,411667,62
389,435530,62
389,452442,62
389,460548,62
389,482957,62
389,509664,62
389,519036,62
389,520459,62
389,521011,62
389,521818,62
389,522261,62
389,523270,62
389,529142,62
389,531808,62
389,533939,62
390,183955,3
390,221870,3
390,238496,3
391,31442,5
391,113592,5
391,127958,5
391,127960,5
391,377832,5
392,17709,66
392,22687,66
392,29420,66
392,30231,66
392,31816,66
392,54426,66
392,54592,66
392,62052,66
392,68266,66
392,77207,66
392,89482,66
392,93050,66
392,99737,66
392,101887,66
392,110845,66
392,113814,66
392,138082,66
392,148667,66
392,148815,66
392,153667,66
392,154531,66
392,155547,66
392,174042,66
392,183335,66
392,192753,66
392,237412,66
392,242922,66
392,250473,66
392,255998,66
392,266875,66
392,267488,66
392,267589,66
392,282030,66
392,291353,66
392,302934,66
392,303224,66
392,303820,66
392,323681,66
392,327230,66
392,332625,66
392,334702,66
392,334949,66
392,362794,66
392,385452,66
392,387927,66
392,399472,66
392,406316,66
392,421055,66
392,430917,66
392,447132,66
392,449271,66
392,470241,66
392,471504,66
392,478239,66
392,490663,66
392,492019,66
392,493688,66
392,502957,66
392,513584,66
392,518779,66
392,522052,66
392,523122,66
392,524835,66
392,526279,66
392,534183,66
392,543383,66
393,13213,66
393,33791,66
393,37913,66
393,60524,66
393,69216,66
393,82240,66
393,94105,66
393,109753,66
393,113186,66
393,139165,66
393,146452,66
393,152557,66
393,161090,66
393,175043,66
393,180019,66
393,182423,66
393,182511,66
393,185280,66
393,201932,66
393,203634,66
393,205422,66
393,208178,66
393,208909,66
393,209957,66
393,221231,66
393,248859,66
393,251114,66
393,275549,66
393,280138,66
393,284163,66
393,292492,66
393,294202,66
393,299947,66
393,317187,66
393,320215,66
393,326003,66
393,338234,66
393,344288,66
393,345722,66
393,362460,66
393,369819,66
393,370717,66
393,379377,66
393,388409,66
393,393821,66
393,399642,66
393,416934,66
393,419738,66
393,424297,66
393,426533,66
393,427256,66
393,428388,66
393,436758,66
393,440746,66
393,448160,66
393,465019,66
393,472162,66
393,476330,66
393,479455,66
393,480064,66
393,497024,66
393,513425,66
393,517008,66
393,526402,66
393,535864,66
393,539860,66
394,204468,3
394,356740,3
394,412241,3
395,174308,7
395,229525,7
395,312428,7
395,312429,7
395,323657,7
395,344974,7
395,472380,7
396,42420,6
396,256011,6
396,343145,6
396,361541,6
396,408401,6
396,462256,6
397,73086,6
397,331731,6
397,336391,6
397,395217,6
397,419160,6
397,442631,6
398,354352,11
398,354356,11
398,387855,11
398,402259,11
398,402261,11
398,402264,11
398,402267,11
398,423934,11
398,426231,11
398,434494,11
398,510899,11
399,91765,10
399,131554,10
399,210783,10
399,226898,10
399,234650,10
399,242071,10
399,463803,10
399,488316,10
399,524331,10
399,524962,10
400,278731,7
400,317254,7
400,341322,7
400,341324,7
400,341326,7
400,341344,7
400,341352,7
401,53535,11
401,65561,11
401,154372,11
401,203209,11
401,208158,11
401,257881,11
401,301541,11
401,322787,11
401,347443,11
401,427063,11
401,501488,11
402,18471,73
402,40254,73
402,40507,73
402,67672,73
402,68880,73
402,80272,73
402,86377,73
402,94065,73
402,96142,73
402,96164,73
402,100833,73
402,110311,73
402,110323,73
402,118002,73
402,118660,73
402,121312,73
402,125406,73
402,132318,73
402,147145,73
402,149965,73
402,158454,73
402,159005,73
402,194464,73
402,198299,73
402,201370,73
402,205588,73
402,224454,73
402,233409,73
402,239268,73
402,246158,73
402,257803,73
402,265279,73
402,271642,73
402,275335,73
402,277193,73
402,283768,73
402,289737,73
402,297774,73
402,303877,73
402,304953,73
402,311666,73
402,337328,73
402,339366,73
402,340566,73
402,357876,73
402,359178,73
402,362293,73
402,363607,73
402,364596,73
402,369653,73
402,369656,73
402,371021,73
402,378535,73
402,386144,73
402,394938,73
402,399588,73
402,405799,73
402,418732,73
402,422962,73
402,427154,73
402,460491,73
402,462518,73
402,465830,73
402,473137,73
